sender,timestamp,pID,subject,condition,blockNo,practice,trialNo,img_left,img_right,winner,loser,duration,response,ended_on
trial,2023-09-06T19:17:36.368Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,1.0,ISIC_4322723,ISIC_4882123,ISIC_4322723,ISIC_4882123,2195.102000762941,1,response
trial,2023-09-06T19:17:40.794Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,2.0,ISIC_9382494,ISIC_8350973,ISIC_9382494,ISIC_8350973,2921.7810000000027,1,response
trial,2023-09-06T19:17:44.991Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,3.0,ISIC_1768733,ISIC_0350472,ISIC_1768733,ISIC_0350472,2686.185000381469,1,response
trial,2023-09-06T19:17:47.841Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,4.0,ISIC_0030921,ISIC_0066328,ISIC_0066328,ISIC_0030921,1337.2860007629424,0,response
trial,2023-09-06T19:17:50.821Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,5.0,ISIC_4848047,ISIC_0033232,ISIC_4848047,ISIC_0033232,1467.9820007629387,1,response
trial,2023-09-06T19:17:55.390Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,6.0,ISIC_7618133,ISIC_0013867,ISIC_0013867,ISIC_7618133,3037.8790015258783,0,response
trial,2023-09-06T19:17:58.160Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,7.0,ISIC_0011305,ISIC_0015250,ISIC_0011305,ISIC_0015250,1258.8680007629446,1,response
trial,2023-09-06T19:18:01.210Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,8.0,ISIC_0026300,ISIC_3617159,ISIC_3617159,ISIC_0026300,1542.6330000000016,0,response
trial,2023-09-06T19:18:05.023Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,9.0,ISIC_0002026,ISIC_0024656,ISIC_0002026,ISIC_0024656,2306.491000381473,1,response
trial,2023-09-06T19:18:08.224Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,10.0,ISIC_5312584,ISIC_0031545,ISIC_5312584,ISIC_0031545,1691.408001144402,1,response
trial,2023-09-06T19:18:12.463Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,11.0,ISIC_4350093,ISIC_3094758,ISIC_4350093,ISIC_3094758,2730.922999999995,1,response
trial,2023-09-06T19:18:15.966Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,12.0,ISIC_8969883,ISIC_0068012,ISIC_8969883,ISIC_0068012,1985.580001144408,1,response
trial,2023-09-06T19:18:18.964Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,13.0,ISIC_0068106,ISIC_0233487,ISIC_0233487,ISIC_0068106,1483.5660015258763,0,response
trial,2023-09-06T19:18:24.780Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,14.0,ISIC_0034086,ISIC_0011810,ISIC_0011810,ISIC_0034086,4300.692999999999,0,response
trial,2023-09-06T19:18:27.612Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,15.0,ISIC_6773367,ISIC_0006108,ISIC_0006108,ISIC_6773367,1318.031000762945,0,response
trial,2023-09-06T19:18:30.741Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,16.0,ISIC_0027986,ISIC_0034074,ISIC_0027986,ISIC_0034074,1613.5010007629462,1,response
trial,2023-09-06T19:18:35.444Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,17.0,ISIC_0032782,ISIC_0060700,ISIC_0060700,ISIC_0032782,3171.8140011444048,0,response
trial,2023-09-06T19:18:38.815Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,18.0,ISIC_3246746,ISIC_2863397,ISIC_2863397,ISIC_3246746,1857.1970015258848,0,response
trial,2023-09-06T19:18:42.822Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,19.0,ISIC_9876515,ISIC_0024298,ISIC_9876515,ISIC_0024298,2498.003000381475,1,response
trial,2023-09-06T19:18:45.812Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,20.0,ISIC_0033059,ISIC_7915065,ISIC_7915065,ISIC_0033059,1471.9420007629378,0,response
trial,2023-09-06T19:18:48.623Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,21.0,ISIC_5491641,ISIC_0066784,ISIC_5491641,ISIC_0066784,1300.1000000000058,1,response
trial,2023-09-06T19:18:51.483Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,22.0,ISIC_0064095,ISIC_0028998,ISIC_0028998,ISIC_0064095,1343.634001525876,0,response
trial,2023-09-06T19:18:54.166Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,23.0,ISIC_3779093,ISIC_2797576,ISIC_2797576,ISIC_3779093,1178.456000381469,0,response
trial,2023-09-06T19:18:57.304Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,24.0,ISIC_4534608,ISIC_6561111,ISIC_6561111,ISIC_4534608,1633.6680000000051,0,response
trial,2023-09-06T19:19:00.336Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,25.0,ISIC_7236842,ISIC_0063053,ISIC_7236842,ISIC_0063053,1516.2960015258868,1,response
trial,2023-09-06T19:19:03.103Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,26.0,ISIC_4136591,ISIC_3836576,ISIC_3836576,ISIC_4136591,1250.3280000000086,0,response
trial,2023-09-06T19:19:06.105Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,27.0,ISIC_0065728,ISIC_0011698,ISIC_0011698,ISIC_0065728,1486.0850007629488,0,response
trial,2023-09-06T19:19:09.268Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,28.0,ISIC_4116224,ISIC_0013777,ISIC_0013777,ISIC_4116224,1650.0940003814758,0,response
trial,2023-09-06T19:19:12.005Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,29.0,ISIC_0008162,ISIC_0055039,ISIC_0008162,ISIC_0055039,1221.0440011444152,1,response
trial,2023-09-06T19:19:15.603Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,30.0,ISIC_0057655,ISIC_0010476,ISIC_0010476,ISIC_0057655,2086.279001525865,0,response
trial,2023-09-06T19:19:18.990Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,31.0,ISIC_2412888,ISIC_0010734,ISIC_2412888,ISIC_0010734,1874.9930011444085,1,response
trial,2023-09-06T19:19:23.544Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,32.0,ISIC_3086579,ISIC_1135213,ISIC_1135213,ISIC_3086579,3046.696001144417,0,response
trial,2023-09-06T19:19:26.466Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,33.0,ISIC_0069250,ISIC_0014366,ISIC_0014366,ISIC_0069250,1393.988000381476,0,response
trial,2023-09-06T19:19:29.307Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,34.0,ISIC_0057963,ISIC_1509635,ISIC_1509635,ISIC_0057963,1327.4080015258805,0,response
trial,2023-09-06T19:19:31.987Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,35.0,ISIC_0027620,ISIC_4014307,ISIC_4014307,ISIC_0027620,1175.1040015258768,0,response
trial,2023-09-06T19:19:34.674Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,36.0,ISIC_3950753,ISIC_0032272,ISIC_3950753,ISIC_0032272,1179.781000762945,1,response
trial,2023-09-06T19:19:37.356Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,37.0,ISIC_0054229,ISIC_0010940,ISIC_0010940,ISIC_0054229,1178.7810015258729,0,response
trial,2023-09-06T19:19:40.085Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,38.0,ISIC_0010653,ISIC_7293697,ISIC_7293697,ISIC_0010653,1224.8100003814616,0,response
trial,2023-09-06T19:19:43.998Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,39.0,ISIC_0032522,ISIC_0060380,ISIC_0060380,ISIC_0032522,2405.149000381469,0,response
trial,2023-09-06T19:19:46.928Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,40.0,ISIC_0953317,ISIC_2524005,ISIC_2524005,ISIC_0953317,1419.7100015258766,0,response
trial,2023-09-06T19:19:49.677Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,41.0,ISIC_4502605,ISIC_0027669,ISIC_4502605,ISIC_0027669,1236.028001144412,1,response
trial,2023-09-06T19:19:54.756Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,42.0,ISIC_0058781,ISIC_0070463,ISIC_0058781,ISIC_0070463,3565.899000381469,1,response
trial,2023-09-06T19:19:57.457Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,43.0,ISIC_0056771,ISIC_0028420,ISIC_0028420,ISIC_0056771,1184.8129999999942,0,response
trial,2023-09-06T19:20:00.427Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,44.0,ISIC_0062980,ISIC_0063180,ISIC_0063180,ISIC_0062980,1454.4290015258885,0,response
trial,2023-09-06T19:20:03.334Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,45.0,ISIC_0032192,ISIC_9566964,ISIC_9566964,ISIC_0032192,1396.583000762941,0,response
trial,2023-09-06T19:20:06.084Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,46.0,ISIC_8368872,ISIC_0066429,ISIC_8368872,ISIC_0066429,1247.357000381482,1,response
trial,2023-09-06T19:20:08.903Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,47.0,ISIC_0779920,ISIC_0000139,ISIC_0779920,ISIC_0000139,1290.3620011444145,1,response
trial,2023-09-06T19:20:11.741Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,48.0,ISIC_6423964,ISIC_0066399,ISIC_6423964,ISIC_0066399,1321.8610003814683,1,response
trial,2023-09-06T19:20:14.544Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,49.0,ISIC_0000152,ISIC_3775417,ISIC_3775417,ISIC_0000152,1292.0210015258926,0,response
trial,2023-09-06T19:20:17.203Z,60fe2c4662ca0c1aa5e6016a,52,uniform,1.0,False,50.0,ISIC_0031598,ISIC_0032993,ISIC_0031598,ISIC_0032993,1152.4970007629308,1,response
trial,2023-09-06T19:20:31.206Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,1.0,ISIC_1470245,ISIC_0030852,ISIC_1470245,ISIC_0030852,1191.627000381472,1,response
trial,2023-09-06T19:20:33.919Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,2.0,ISIC_0013141,ISIC_4312841,ISIC_4312841,ISIC_0013141,1205.0400015258929,0,response
trial,2023-09-06T19:20:36.516Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,3.0,ISIC_1560272,ISIC_5150200,ISIC_5150200,ISIC_1560272,1086.62000152588,0,response
trial,2023-09-06T19:20:39.107Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,4.0,ISIC_0000287,ISIC_7658729,ISIC_7658729,ISIC_0000287,1077.8470003814728,0,response
trial,2023-09-06T19:20:41.743Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,5.0,ISIC_3518299,ISIC_0010046,ISIC_3518299,ISIC_0010046,1131.351000762952,1,response
trial,2023-09-06T19:20:44.385Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,6.0,ISIC_5278307,ISIC_4652186,ISIC_4652186,ISIC_5278307,1107.403001144412,0,response
trial,2023-09-06T19:20:47.799Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,7.0,ISIC_7528996,ISIC_0067804,ISIC_7528996,ISIC_0067804,1905.1289999999863,1,response
trial,2023-09-06T19:20:50.706Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,8.0,ISIC_0834745,ISIC_5413788,ISIC_0834745,ISIC_5413788,1396.2880000000005,1,response
trial,2023-09-06T19:20:55.057Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,9.0,ISIC_0000462,ISIC_0069633,ISIC_0000462,ISIC_0069633,2848.073000381468,1,response
trial,2023-09-06T19:20:57.834Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,10.0,ISIC_4130478,ISIC_0054914,ISIC_4130478,ISIC_0054914,1259.5660007629485,1,response
trial,2023-09-06T19:21:00.500Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,11.0,ISIC_0026559,ISIC_0007678,ISIC_0007678,ISIC_0026559,1143.4600007629488,0,response
trial,2023-09-06T19:21:03.915Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,12.0,ISIC_0011697,ISIC_9745562,ISIC_9745562,ISIC_0011697,1908.8859999999986,0,response
trial,2023-09-06T19:21:08.499Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,13.0,ISIC_0510774,ISIC_2565206,ISIC_2565206,ISIC_0510774,3076.955001525872,0,response
trial,2023-09-06T19:21:11.367Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,14.0,ISIC_2977718,ISIC_1014075,ISIC_1014075,ISIC_2977718,1362.693001144391,0,response
trial,2023-09-06T19:21:14.137Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,15.0,ISIC_0055513,ISIC_0197584,ISIC_0197584,ISIC_0055513,1266.4840003814897,0,response
trial,2023-09-06T19:21:17.805Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,16.0,ISIC_0015245,ISIC_0025535,ISIC_0025535,ISIC_0015245,2151.918000762933,0,response
trial,2023-09-06T19:21:20.868Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,17.0,ISIC_0014221,ISIC_4224064,ISIC_4224064,ISIC_0014221,1548.810999999987,0,response
trial,2023-09-06T19:21:23.970Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,18.0,ISIC_0034039,ISIC_2693412,ISIC_2693412,ISIC_0034039,1585.1520003814949,0,response
trial,2023-09-06T19:21:27.633Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,19.0,ISIC_0013775,ISIC_2376016,ISIC_2376016,ISIC_0013775,2148.734999999986,0,response
trial,2023-09-06T19:21:32.370Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,20.0,ISIC_9276931,ISIC_4459125,ISIC_4459125,ISIC_9276931,3219.886999999988,0,response
trial,2023-09-06T19:21:35.637Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,21.0,ISIC_0030462,ISIC_0061315,ISIC_0030462,ISIC_0061315,1755.4950007629232,1,response
trial,2023-09-06T19:21:38.467Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,22.0,ISIC_0003217,ISIC_0061293,ISIC_0003217,ISIC_0061293,1318.8930015258961,1,response
trial,2023-09-06T19:21:41.175Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,23.0,ISIC_1330008,ISIC_9538419,ISIC_9538419,ISIC_1330008,1194.2810000000168,0,response
trial,2023-09-06T19:21:44.855Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,24.0,ISIC_0013813,ISIC_0062713,ISIC_0013813,ISIC_0062713,2175.476000000024,1,response
trial,2023-09-06T19:21:47.523Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,25.0,ISIC_4534608,ISIC_0002675,ISIC_0002675,ISIC_4534608,1160.7690007629571,0,response
trial,2023-09-06T19:21:51.574Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,26.0,ISIC_0026141,ISIC_0070852,ISIC_0026141,ISIC_0070852,2546.2280007629306,1,response
trial,2023-09-06T19:21:54.200Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,27.0,ISIC_5005961,ISIC_4154293,ISIC_5005961,ISIC_4154293,1122.7450007629232,1,response
trial,2023-09-06T19:21:57.564Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,28.0,ISIC_6398669,ISIC_0668772,ISIC_6398669,ISIC_0668772,1854.233001525863,1,response
trial,2023-09-06T19:22:00.443Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,29.0,ISIC_0055498,ISIC_0059485,ISIC_0059485,ISIC_0055498,1367.5129999999772,0,response
trial,2023-09-06T19:22:03.502Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,30.0,ISIC_0011884,ISIC_6024335,ISIC_6024335,ISIC_0011884,1543.6610011443845,0,response
trial,2023-09-06T19:22:06.185Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,31.0,ISIC_8630818,ISIC_3545622,ISIC_8630818,ISIC_3545622,1177.862001144385,1,response
trial,2023-09-06T19:22:11.073Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,32.0,ISIC_0032922,ISIC_0010962,ISIC_0032922,ISIC_0010962,3382.735001144407,1,response
trial,2023-09-06T19:22:13.726Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,33.0,ISIC_5721677,ISIC_4347535,ISIC_5721677,ISIC_4347535,1137.6170000000275,1,response
trial,2023-09-06T19:22:16.463Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,34.0,ISIC_0014088,ISIC_8423326,ISIC_8423326,ISIC_0014088,1224.18700152589,0,response
trial,2023-09-06T19:22:19.377Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,35.0,ISIC_4728200,ISIC_9685928,ISIC_4728200,ISIC_9685928,1406.0210015258635,1,response
trial,2023-09-06T19:22:22.270Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,36.0,ISIC_8206667,ISIC_0013316,ISIC_8206667,ISIC_0013316,1382.7760003814474,1,response
trial,2023-09-06T19:22:25.747Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,37.0,ISIC_7923008,ISIC_0897876,ISIC_0897876,ISIC_7923008,1960.2830015258514,0,response
trial,2023-09-06T19:22:28.715Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,38.0,ISIC_0033424,ISIC_5933341,ISIC_5933341,ISIC_0033424,1462.7560007629218,0,response
trial,2023-09-06T19:22:31.563Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,39.0,ISIC_6385296,ISIC_7799968,ISIC_7799968,ISIC_6385296,1345.5160015258589,0,response
trial,2023-09-06T19:22:34.364Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,40.0,ISIC_4750271,ISIC_7130929,ISIC_7130929,ISIC_4750271,1296.816999999981,0,response
trial,2023-09-06T19:22:37.103Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,41.0,ISIC_6231450,ISIC_6654619,ISIC_6654619,ISIC_6231450,1218.8080015258747,0,response
trial,2023-09-06T19:22:40.093Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,42.0,ISIC_5620802,ISIC_2885086,ISIC_2885086,ISIC_5620802,1476.950000000012,0,response
trial,2023-09-06T19:22:43.226Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,43.0,ISIC_4170698,ISIC_6773367,ISIC_6773367,ISIC_4170698,1627.0410000000265,0,response
trial,2023-09-06T19:22:46.336Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,44.0,ISIC_0010227,ISIC_5122042,ISIC_5122042,ISIC_0010227,1604.7980011444306,0,response
trial,2023-09-06T19:22:49.428Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,45.0,ISIC_0011692,ISIC_9740245,ISIC_9740245,ISIC_0011692,1581.2980007629376,0,response
trial,2023-09-06T19:22:54.166Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,46.0,ISIC_0055996,ISIC_0071972,ISIC_0071972,ISIC_0055996,3218.681001144403,0,response
trial,2023-09-06T19:22:57.281Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,47.0,ISIC_0054146,ISIC_0006302,ISIC_0006302,ISIC_0054146,1602.749000381445,0,response
trial,2023-09-06T19:23:00.472Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,48.0,ISIC_2974214,ISIC_9864402,ISIC_9864402,ISIC_2974214,1677.284000381478,0,response
trial,2023-09-06T19:23:03.540Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,49.0,ISIC_0031745,ISIC_0010777,ISIC_0010777,ISIC_0031745,1562.6900000000023,0,response
trial,2023-09-06T19:23:06.767Z,60fe2c4662ca0c1aa5e6016a,52,uniform,2.0,False,50.0,ISIC_9268487,ISIC_2337786,ISIC_2337786,ISIC_9268487,1724.0730011443961,0,response
trial,2023-09-06T19:23:21.475Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,1.0,ISIC_8901784,ISIC_5536710,ISIC_8901784,ISIC_5536710,2052.088000381482,1,response
trial,2023-09-06T19:23:24.496Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,2.0,ISIC_0027238,ISIC_0064559,ISIC_0064559,ISIC_0027238,1507.4140007629176,0,response
trial,2023-09-06T19:23:27.807Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,3.0,ISIC_9410044,ISIC_0193456,ISIC_9410044,ISIC_0193456,1802.5360011443845,1,response
trial,2023-09-06T19:23:30.516Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,4.0,ISIC_3342474,ISIC_8866896,ISIC_8866896,ISIC_3342474,1195.982000381453,0,response
trial,2023-09-06T19:23:33.211Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,5.0,ISIC_8752021,ISIC_0000226,ISIC_8752021,ISIC_0000226,1191.033999999985,1,response
trial,2023-09-06T19:23:36.214Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,6.0,ISIC_0074311,ISIC_7327423,ISIC_7327423,ISIC_0074311,1495.016001144424,0,response
trial,2023-09-06T19:23:38.925Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,7.0,ISIC_9639931,ISIC_2000959,ISIC_9639931,ISIC_2000959,1207.1190007629339,1,response
trial,2023-09-06T19:23:41.664Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,8.0,ISIC_0011697,ISIC_8563961,ISIC_8563961,ISIC_0011697,1229.8690015258617,0,response
trial,2023-09-06T19:23:44.413Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,9.0,ISIC_6292348,ISIC_5048571,ISIC_6292348,ISIC_5048571,1246.2000015258677,1,response
trial,2023-09-06T19:23:47.188Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,10.0,ISIC_0011895,ISIC_0032420,ISIC_0032420,ISIC_0011895,1271.6290007629432,0,response
trial,2023-09-06T19:23:50.015Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,11.0,ISIC_3436033,ISIC_6215631,ISIC_3436033,ISIC_6215631,1315.7189999999828,1,response
trial,2023-09-06T19:23:53.116Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,12.0,ISIC_7235128,ISIC_0011757,ISIC_7235128,ISIC_0011757,1584.108001525863,1,response
trial,2023-09-06T19:23:56.596Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,13.0,ISIC_2266312,ISIC_3985031,ISIC_2266312,ISIC_3985031,1965.0140000000247,1,response
trial,2023-09-06T19:23:59.647Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,14.0,ISIC_4958578,ISIC_8096177,ISIC_8096177,ISIC_4958578,1533.827001525904,0,response
trial,2023-09-06T19:24:02.905Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,15.0,ISIC_2153401,ISIC_0013736,ISIC_0013736,ISIC_2153401,1742.1470015258528,0,response
trial,2023-09-06T19:24:06.000Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,16.0,ISIC_0027407,ISIC_7575957,ISIC_7575957,ISIC_0027407,1588.3939999999711,0,response
trial,2023-09-06T19:24:09.248Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,17.0,ISIC_0033027,ISIC_0063753,ISIC_0033027,ISIC_0063753,1737.4590011443943,1,response
trial,2023-09-06T19:24:11.979Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,18.0,ISIC_3966064,ISIC_9403390,ISIC_9403390,ISIC_3966064,1218.790000762965,0,response
trial,2023-09-06T19:24:14.979Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,19.0,ISIC_6507492,ISIC_0013277,ISIC_6507492,ISIC_0013277,1485.839001525892,1,response
trial,2023-09-06T19:24:17.779Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,20.0,ISIC_8835545,ISIC_0010901,ISIC_8835545,ISIC_0010901,1287.005999999994,1,response
trial,2023-09-06T19:24:21.206Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,21.0,ISIC_8790198,ISIC_0170101,ISIC_8790198,ISIC_0170101,1914.6730015258654,1,response
trial,2023-09-06T19:24:25.172Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,22.0,ISIC_0032561,ISIC_0054671,ISIC_0032561,ISIC_0054671,2448.054000000004,1,response
trial,2023-09-06T19:24:27.863Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,23.0,ISIC_1348538,ISIC_5204796,ISIC_1348538,ISIC_5204796,1172.952001144411,1,response
trial,2023-09-06T19:24:31.260Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,24.0,ISIC_0011276,ISIC_2804864,ISIC_2804864,ISIC_0011276,1887.7600011444301,0,response
trial,2023-09-06T19:24:34.950Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,25.0,ISIC_0002549,ISIC_7104307,ISIC_0002549,ISIC_7104307,2178.54900114442,1,response
trial,2023-09-06T19:24:38.383Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,26.0,ISIC_5791954,ISIC_0055393,ISIC_5791954,ISIC_0055393,1929.4990007629385,1,response
trial,2023-09-06T19:24:41.308Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,27.0,ISIC_1774797,ISIC_0010759,ISIC_1774797,ISIC_0010759,1422.11700114439,1,response
trial,2023-09-06T19:24:45.378Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,28.0,ISIC_0770920,ISIC_3729849,ISIC_0770920,ISIC_3729849,2559.7700000000186,1,response
trial,2023-09-06T19:24:48.316Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,29.0,ISIC_4926448,ISIC_0055404,ISIC_4926448,ISIC_0055404,1431.150000762951,1,response
trial,2023-09-06T19:24:51.478Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,30.0,ISIC_5619654,ISIC_3065032,ISIC_5619654,ISIC_3065032,1644.0950011443929,1,response
trial,2023-09-06T19:24:54.682Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,31.0,ISIC_0034304,ISIC_0016114,ISIC_0034304,ISIC_0016114,1699.0100000000093,1,response
trial,2023-09-06T19:24:57.634Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,32.0,ISIC_4723378,ISIC_6434210,ISIC_6434210,ISIC_4723378,1434.4680015259078,0,response
trial,2023-09-06T19:25:00.346Z,60fe2c4662ca0c1aa5e6016a,52,uniform,3.0,False,33.0,ISIC_0016082,ISIC_1738738,ISIC_1738738,ISIC_0016082,1198.0560007629683,0,response
